condition,id,subset,label,gold_class,rank,top1,rr,pred
big-n3,letters_upper_E_dejavusans-bold,letters_upper,E,E,12,0,0.08333333333333333,J
big-n3,letters_upper_E_dejavusansmono-bold,letters_upper,E,E,8,0,0.125,t
big-n3,letters_upper_E_dejavuserif-bold,letters_upper,E,E,31,0,0.03225806451612903,L
big-n3,letters_upper_F_dejavusans-bold,letters_upper,F,F,1,1,1.0,F
big-n3,letters_upper_F_dejavusansmono-bold,letters_upper,F,F,3,0,0.3333333333333333,r
big-n3,letters_upper_F_dejavuserif-bold,letters_upper,F,F,17,0,0.058823529411764705,i
big-n3,letters_upper_G_dejavusans-bold,letters_upper,G,G,20,0,0.05,J
big-n3,letters_upper_G_dejavusansmono-bold,letters_upper,G,G,23,0,0.043478260869565216,i
big-n3,letters_upper_G_dejavuserif-bold,letters_upper,G,G,18,0,0.05555555555555555,q
big-n3,letters_upper_H_dejavusans-bold,letters_upper,H,H,12,0,0.08333333333333333,A
big-n3,letters_upper_H_dejavusansmono-bold,letters_upper,H,H,7,0,0.14285714285714285,U
big-n3,letters_upper_H_dejavuserif-bold,letters_upper,H,H,25,0,0.04,a
big-n3,letters_upper_I_dejavusans-bold,letters_upper,I,1,44,0,0.022727272727272728,L
big-n3,letters_upper_I_dejavusansmono-bold,letters_upper,I,1,10,0,0.1,Y
big-n3,letters_upper_I_dejavuserif-bold,letters_upper,I,1,43,0,0.023255813953488372,i
big-n3,letters_upper_J_dejavusans-bold,letters_upper,J,J,3,0,0.3333333333333333,i
big-n3,letters_upper_J_dejavusansmono-bold,letters_upper,J,J,1,1,1.0,J
big-n3,letters_upper_J_dejavuserif-bold,letters_upper,J,J,3,0,0.3333333333333333,L
big-n3,letters_upper_K_dejavusans-bold,letters_upper,K,K,3,0,0.3333333333333333,X
big-n3,letters_upper_K_dejavusansmono-bold,letters_upper,K,K,11,0,0.09090909090909091,L
big-n3,letters_upper_K_dejavuserif-bold,letters_upper,K,K,1,1,1.0,K
big-n3,letters_upper_L_dejavusans-bold,letters_upper,L,L,1,1,1.0,L
big-n3,letters_upper_L_dejavusansmono-bold,letters_upper,L,L,2,0,0.5,i
big-n3,letters_upper_L_dejavuserif-bold,letters_upper,L,L,8,0,0.125,i
big-n3,letters_upper_M_dejavusans-bold,letters_upper,M,M,1,1,1.0,M
big-n3,letters_upper_M_dejavusansmono-bold,letters_upper,M,M,1,1,1.0,M
big-n3,letters_upper_M_dejavuserif-bold_v2,letters_upper,M,M,14,0,0.07142857142857142,J
big-n3,letters_upper_N_dejavusans-bold,letters_upper,N,N,5,0,0.2,A
big-n3,letters_upper_N_dejavusansmono-bold,letters_upper,N,N,1,1,1.0,N
big-n3,letters_upper_N_dejavuserif-bold_v2,letters_upper,N,N,2,0,0.5,A
big-n3,letters_upper_O_dejavusans-bold,letters_upper,O,0,49,0,0.02040816326530612,Q
big-n3,letters_upper_O_dejavusansmono-bold,letters_upper,O,0,47,0,0.02127659574468085,q
big-n3,letters_upper_O_dejavuserif-bold,letters_upper,O,0,47,0,0.02127659574468085,Q
big-n3,letters_upper_P_dejavusans-bold,letters_upper,P,P,11,0,0.09090909090909091,L
big-n3,letters_upper_P_dejavusansmono-bold,letters_upper,P,P,1,1,1.0,P
big-n3,letters_upper_P_dejavuserif-bold,letters_upper,P,P,12,0,0.08333333333333333,F
big-n3,letters_upper_Q_dejavusans-bold,letters_upper,Q,Q,2,0,0.5,D
big-n3,letters_upper_Q_dejavusansmono-bold,letters_upper,Q,Q,1,1,1.0,Q
big-n3,letters_upper_Q_dejavuserif-bold,letters_upper,Q,Q,1,1,1.0,Q
big-n3,letters_upper_R_dejavusans-bold,letters_upper,R,R,21,0,0.047619047619047616,A
big-n3,letters_upper_R_dejavusansmono-bold,letters_upper,R,R,7,0,0.14285714285714285,n
big-n3,letters_upper_R_dejavuserif-bold,letters_upper,R,R,16,0,0.0625,D
big-n3,letters_upper_S_dejavusans-bold,letters_upper,S,S,39,0,0.02564102564102564,J
big-n3,letters_upper_S_dejavusansmono-bold,letters_upper,S,S,28,0,0.03571428571428571,K
big-n3,letters_upper_S_dejavuserif-bold,letters_upper,S,S,41,0,0.024390243902439025,J
big-n3,letters_upper_T_dejavusans-bold,letters_upper,T,T,1,1,1.0,T
big-n3,letters_upper_T_dejavusansmono-bold,letters_upper,T,T,2,0,0.5,Y
big-n3,letters_upper_T_dejavuserif-bold,letters_upper,T,T,4,0,0.25,Y
big-n3,letters_upper_U_dejavusans-bold,letters_upper,U,U,1,1,1.0,U
big-n3,letters_upper_U_dejavusansmono-bold,letters_upper,U,U,1,1,1.0,U
big-n3,letters_upper_U_dejavuserif-bold_v2,letters_upper,U,U,24,0,0.041666666666666664,y
big-n3,letters_upper_V_dejavusans-bold,letters_upper,V,V,1,1,1.0,V
big-n3,letters_upper_V_dejavusansmono-bold,letters_upper,V,V,1,1,1.0,V
big-n3,letters_upper_V_dejavuserif-bold_v2,letters_upper,V,V,1,1,1.0,V
big-n3,letters_upper_W_dejavusans-bold,letters_upper,W,W,11,0,0.09090909090909091,Y
big-n3,letters_upper_W_dejavusansmono-bold,letters_upper,W,W,6,0,0.16666666666666666,V
big-n3,letters_upper_W_dejavuserif-bold,letters_upper,W,W,12,0,0.08333333333333333,Y
big-n3,letters_upper_X_dejavusans-bold,letters_upper,X,X,1,1,1.0,X
big-n3,letters_upper_X_dejavusansmono-bold,letters_upper,X,X,7,0,0.14285714285714285,J
big-n3,letters_upper_X_dejavuserif-bold,letters_upper,X,X,1,1,1.0,X
big-n3,letters_upper_Y_dejavusans-bold,letters_upper,Y,Y,1,1,1.0,Y
big-n3,letters_upper_Y_dejavusansmono-bold,letters_upper,Y,Y,1,1,1.0,Y
big-n3,letters_upper_Y_dejavuserif-bold,letters_upper,Y,Y,1,1,1.0,Y
big-n3,letters_upper_Z_dejavusans-bold,letters_upper,Z,Z,15,0,0.06666666666666667,Y
big-n3,letters_upper_Z_dejavusansmono-bold,letters_upper,Z,Z,1,1,1.0,Z
big-n3,letters_upper_Z_dejavuserif-bold,letters_upper,Z,Z,18,0,0.05555555555555555,L
small-n5,digits_0_dejavusans-bold,digits,0,0,49,0,0.02040816326530612,F
small-n5,digits_0_dejavusansmono-bold,digits,0,0,49,0,0.02040816326530612,q
small-n5,digits_0_dejavuserif-bold,digits,0,0,47,0,0.02127659574468085,D
small-n5,digits_1_dejavusans-bold,digits,1,1,44,0,0.022727272727272728,i
small-n5,digits_1_dejavusansmono-bold,digits,1,1,26,0,0.038461538461538464,Y
small-n5,digits_1_dejavuserif-bold,digits,1,1,19,0,0.05263157894736842,A
small-n5,digits_2_dejavusans-bold,digits,2,2,20,0,0.05,Q
small-n5,digits_2_dejavusansmono-bold,digits,2,2,24,0,0.041666666666666664,Y
small-n5,digits_2_dejavuserif-bold,digits,2,2,33,0,0.030303030303030304,Y
small-n5,digits_3_dejavusans-bold,digits,3,3,47,0,0.02127659574468085,A
small-n5,digits_3_dejavusansmono-bold,digits,3,3,46,0,0.021739130434782608,J
small-n5,digits_3_dejavuserif-bold,digits,3,3,33,0,0.030303030303030304,Y
small-n5,digits_4_dejavusans-bold,digits,4,4,10,0,0.1,J
small-n5,digits_4_dejavusansmono-bold,digits,4,4,1,1,1.0,4
small-n5,digits_4_dejavuserif-bold,digits,4,4,3,0,0.3333333333333333,8
small-n5,digits_5_dejavusans-bold,digits,5,5,48,0,0.020833333333333332,Q
small-n5,digits_5_dejavusansmono-bold,digits,5,5,46,0,0.021739130434782608,J
small-n5,digits_5_dejavuserif-bold,digits,5,5,49,0,0.02040816326530612,X
small-n5,digits_6_dejavusans-bold,digits,6,6,29,0,0.034482758620689655,r
small-n5,digits_6_dejavusansmono-bold,digits,6,6,37,0,0.02702702702702703,i
small-n5,digits_6_dejavuserif-bold,digits,6,6,40,0,0.025,r
small-n5,digits_7_dejavusans-bold,digits,7,7,37,0,0.02702702702702703,Y
small-n5,digits_7_dejavusansmono-bold,digits,7,7,39,0,0.02564102564102564,Y
small-n5,digits_7_dejavuserif-bold,digits,7,7,46,0,0.021739130434782608,J
small-n5,digits_8_dejavusans-bold,digits,8,8,40,0,0.025,n
small-n5,digits_8_dejavusansmono-bold,digits,8,8,44,0,0.022727272727272728,Z
small-n5,digits_8_dejavuserif-bold,digits,8,8,46,0,0.021739130434782608,H
small-n5,digits_9_dejavusans-bold,digits,9,q,27,0,0.037037037037037035,D
small-n5,digits_9_dejavusansmono-bold,digits,9,q,3,0,0.3333333333333333,Q
small-n5,digits_9_dejavuserif-bold,digits,9,q,19,0,0.05263157894736842,a
small-n5,letters_lower_a_dejavusans-bold,letters_lower,a,a,9,0,0.1111111111111111,D
small-n5,letters_lower_a_dejavusansmono-bold,letters_lower,a,a,27,0,0.037037037037037035,Z
small-n5,letters_lower_a_dejavuserif-bold,letters_lower,a,a,1,1,1.0,a
small-n5,letters_lower_b_dejavusans-bold,letters_lower,b,b,40,0,0.025,V
small-n5,letters_lower_b_dejavusansmono-bold,letters_lower,b,b,17,0,0.058823529411764705,D
small-n5,letters_lower_b_dejavuserif-bold,letters_lower,b,b,27,0,0.037037037037037035,A
small-n5,letters_lower_c_dejavusans-bold,letters_lower,c,C,22,0,0.045454545454545456,r
small-n5,letters_lower_c_dejavusansmono-bold,letters_lower,c,C,10,0,0.1,a
small-n5,letters_lower_c_dejavuserif-bold,letters_lower,c,C,19,0,0.05263157894736842,J
small-n5,letters_lower_d_dejavusans-bold,letters_lower,d,d,4,0,0.25,D
small-n5,letters_lower_d_dejavusansmono-bold,letters_lower,d,d,23,0,0.043478260869565216,L
small-n5,letters_lower_d_dejavuserif-bold,letters_lower,d,d,21,0,0.047619047619047616,Q
small-n5,letters_lower_e_dejavusans-bold,letters_lower,e,e,6,0,0.16666666666666666,a
small-n5,letters_lower_e_dejavusansmono-bold,letters_lower,e,e,35,0,0.02857142857142857,8
small-n5,letters_lower_e_dejavuserif-bold,letters_lower,e,e,28,0,0.03571428571428571,Q
small-n5,letters_lower_f_dejavusans-bold,letters_lower,f,f,36,0,0.027777777777777776,J
small-n5,letters_lower_f_dejavusansmono-bold,letters_lower,f,f,31,0,0.03225806451612903,J
small-n5,letters_lower_f_dejavuserif-bold,letters_lower,f,f,40,0,0.025,J
small-n5,letters_lower_g_dejavusans-bold,letters_lower,g,g,36,0,0.027777777777777776,N
small-n5,letters_lower_g_dejavusansmono-bold,letters_lower,g,g,27,0,0.037037037037037035,J
small-n5,letters_lower_g_dejavuserif-bold,letters_lower,g,g,23,0,0.043478260869565216,D
small-n5,letters_lower_h_dejavusans-bold,letters_lower,h,h,32,0,0.03125,Y
small-n5,letters_lower_h_dejavusansmono-bold,letters_lower,h,h,13,0,0.07692307692307693,i
small-n5,letters_lower_h_dejavuserif-bold,letters_lower,h,h,24,0,0.041666666666666664,A
small-n5,letters_lower_i_dejavusans-bold,letters_lower,i,i,2,0,0.5,L
small-n5,letters_lower_i_dejavusansmono-bold,letters_lower,i,i,6,0,0.16666666666666666,J
small-n5,letters_lower_i_dejavuserif-bold,letters_lower,i,i,4,0,0.25,8
small-n5,letters_lower_j_dejavusans-bold,letters_lower,j,j,6,0,0.16666666666666666,L
small-n5,letters_lower_j_dejavusansmono-bold,letters_lower,j,j,18,0,0.05555555555555555,J
small-n5,letters_lower_j_dejavuserif-bold,letters_lower,j,j,11,0,0.09090909090909091,L
small-n5,letters_lower_k_dejavusans-bold,letters_lower,k,K,1,1,1.0,K
small-n5,letters_lower_k_dejavusansmono-bold,letters_lower,k,K,1,1,1.0,K
small-n5,letters_lower_k_dejavuserif-bold,letters_lower,k,K,8,0,0.125,L
small-n5,letters_lower_l_dejavusans-bold,letters_lower,l,1,44,0,0.022727272727272728,L
small-n5,letters_lower_l_dejavusansmono-bold,letters_lower,l,1,26,0,0.038461538461538464,i
small-n5,letters_lower_l_dejavuserif-bold,letters_lower,l,1,45,0,0.022222222222222223,L
small-n5,letters_lower_m_dejavusans-bold,letters_lower,m,M,25,0,0.04,i
small-n5,letters_lower_m_dejavusansmono-bold,letters_lower,m,M,11,0,0.09090909090909091,i
small-n5,letters_lower_m_dejavuserif-bold,letters_lower,m,M,1,1,1.0,M
small-n5,letters_lower_n_dejavusans-bold,letters_lower,n,n,20,0,0.05,D
small-n5,letters_lower_n_dejavusansmono-bold,letters_lower,n,n,24,0,0.041666666666666664,D
small-n5,letters_lower_n_dejavuserif-bold,letters_lower,n,n,7,0,0.14285714285714285,4
small-n5,letters_lower_o_dejavusans-bold,letters_lower,o,0,49,0,0.02040816326530612,Q
small-n5,letters_lower_o_dejavusansmono-bold,letters_lower,o,0,34,0,0.029411764705882353,Q
small-n5,letters_lower_o_dejavuserif-bold,letters_lower,o,0,48,0,0.020833333333333332,q
small-n5,letters_lower_p_dejavusans-bold,letters_lower,p,P,8,0,0.125,D
small-n5,letters_lower_p_dejavusansmono-bold,letters_lower,p,P,4,0,0.25,i
small-n5,letters_lower_p_dejavuserif-bold,letters_lower,p,P,13,0,0.07692307692307693,L
small-n5,letters_lower_q_dejavusans-bold,letters_lower,q,q,18,0,0.05555555555555555,i
small-n5,letters_lower_q_dejavusansmono-bold,letters_lower,q,q,5,0,0.2,D
small-n5,letters_lower_q_dejavuserif-bold,letters_lower,q,q,26,0,0.038461538461538464,A
small-n5,letters_lower_r_dejavusans-bold,letters_lower,r,r,9,0,0.1111111111111111,i
small-n5,letters_lower_r_dejavusansmono-bold,letters_lower,r,r,7,0,0.14285714285714285,L
small-n5,letters_lower_r_dejavuserif-bold,letters_lower,r,r,24,0,0.041666666666666664,Y
small-n5,letters_lower_s_dejavusans-bold,letters_lower,s,S,43,0,0.023255813953488372,A
small-n5,letters_lower_s_dejavusansmono-bold,letters_lower,s,S,40,0,0.025,i
small-n5,letters_lower_s_dejavuserif-bold,letters_lower,s,S,48,0,0.020833333333333332,6
small-n5,letters_lower_t_dejavusans-bold,letters_lower,t,t,49,0,0.02040816326530612,J
small-n5,letters_lower_t_dejavusansmono-bold,letters_lower,t,t,31,0,0.03225806451612903,J
small-n5,letters_lower_t_dejavuserif-bold,letters_lower,t,t,39,0,0.02564102564102564,X
small-n5,letters_lower_u_dejavusans-bold,letters_lower,u,u,21,0,0.047619047619047616,V
small-n5,letters_lower_u_dejavusansmono-bold,letters_lower,u,u,2,0,0.5,U
small-n5,letters_lower_u_dejavuserif-bold,letters_lower,u,u,47,0,0.02127659574468085,6
small-n5,letters_lower_v_dejavusans-bold,letters_lower,v,V,1,1,1.0,V
small-n5,letters_lower_v_dejavusansmono-bold,letters_lower,v,V,1,1,1.0,V
small-n5,letters_lower_v_dejavuserif-bold,letters_lower,v,V,2,0,0.5,Y
small-n5,letters_lower_w_dejavusans-bold,letters_lower,w,W,20,0,0.05,U
small-n5,letters_lower_w_dejavusansmono-bold,letters_lower,w,W,12,0,0.08333333333333333,V
small-n5,letters_lower_w_dejavuserif-bold,letters_lower,w,W,13,0,0.07692307692307693,V
small-n5,letters_lower_x_dejavusans-bold,letters_lower,x,x,3,0,0.3333333333333333,X
small-n5,letters_lower_x_dejavusansmono-bold,letters_lower,x,x,3,0,0.3333333333333333,X
small-n5,letters_lower_x_dejavuserif-bold,letters_lower,x,x,6,0,0.16666666666666666,Y
small-n5,letters_lower_y_dejavusans-bold,letters_lower,y,y,2,0,0.5,Y
small-n5,letters_lower_y_dejavusansmono-bold,letters_lower,y,y,3,0,0.3333333333333333,V
small-n5,letters_lower_y_dejavuserif-bold_v2,letters_lower,y,y,2,0,0.5,Y
small-n5,letters_lower_z_dejavusans-bold,letters_lower,z,Z,10,0,0.1,X
small-n5,letters_lower_z_dejavusansmono-bold,letters_lower,z,Z,12,0,0.08333333333333333,x
small-n5,letters_lower_z_dejavuserif-bold,letters_lower,z,Z,13,0,0.07692307692307693,Y
small-n5,letters_upper_A_dejavusans-bold,letters_upper,A,A,1,1,1.0,A
small-n5,letters_upper_A_dejavusansmono-bold,letters_upper,A,A,3,0,0.3333333333333333,a
small-n5,letters_upper_A_dejavuserif-bold,letters_upper,A,A,1,1,1.0,A
small-n5,letters_upper_B_dejavusans-bold,letters_upper,B,B,29,0,0.034482758620689655,A
small-n5,letters_upper_B_dejavusansmono-bold,letters_upper,B,B,25,0,0.04,F
small-n5,letters_upper_B_dejavuserif-bold,letters_upper,B,B,32,0,0.03125,i
small-n5,letters_upper_C_dejavusans-bold,letters_upper,C,C,6,0,0.16666666666666666,L
small-n5,letters_upper_C_dejavusansmono-bold,letters_upper,C,C,33,0,0.030303030303030304,L
small-n5,letters_upper_C_dejavuserif-bold,letters_upper,C,C,9,0,0.1111111111111111,J
small-n5,letters_upper_D_dejavusans-bold,letters_upper,D,D,5,0,0.2,i
small-n5,letters_upper_D_dejavusansmono-bold,letters_upper,D,D,4,0,0.25,q
small-n5,letters_upper_D_dejavuserif-bold,letters_upper,D,D,8,0,0.125,N
small-n5,letters_upper_E_dejavusans-bold,letters_upper,E,E,27,0,0.037037037037037035,r
small-n5,letters_upper_E_dejavusansmono-bold,letters_upper,E,E,2,0,0.5,e
small-n5,letters_upper_E_dejavuserif-bold,letters_upper,E,E,2,0,0.5,e
small-n5,letters_upper_F_dejavusans-bold,letters_upper,F,F,10,0,0.1,x
small-n5,letters_upper_F_dejavusansmono-bold,letters_upper,F,F,1,1,1.0,F
small-n5,letters_upper_F_dejavuserif-bold,letters_upper,F,F,2,0,0.5,L
small-n5,letters_upper_G_dejavusans-bold,letters_upper,G,G,5,0,0.2,Q
small-n5,letters_upper_G_dejavusansmono-bold,letters_upper,G,G,25,0,0.04,i
small-n5,letters_upper_G_dejavuserif-bold,letters_upper,G,G,4,0,0.25,q
small-n5,letters_upper_H_dejavusans-bold,letters_upper,H,H,12,0,0.08333333333333333,M
small-n5,letters_upper_H_dejavusansmono-bold,letters_upper,H,H,4,0,0.25,L
small-n5,letters_upper_H_dejavuserif-bold,letters_upper,H,H,29,0,0.034482758620689655,a
small-n5,letters_upper_I_dejavusans-bold,letters_upper,I,1,45,0,0.022222222222222223,L
small-n5,letters_upper_I_dejavusansmono-bold,letters_upper,I,1,15,0,0.06666666666666667,Y
small-n5,letters_upper_I_dejavuserif-bold,letters_upper,I,1,31,0,0.03225806451612903,L
small-n5,letters_upper_J_dejavusans-bold,letters_upper,J,J,3,0,0.3333333333333333,L
small-n5,letters_upper_J_dejavusansmono-bold,letters_upper,J,J,3,0,0.3333333333333333,L
small-n5,letters_upper_J_dejavuserif-bold,letters_upper,J,J,3,0,0.3333333333333333,L
small-n5,letters_upper_K_dejavusans-bold,letters_upper,K,K,1,1,1.0,K
small-n5,letters_upper_K_dejavusansmono-bold,letters_upper,K,K,10,0,0.1,X
small-n5,letters_upper_K_dejavuserif-bold,letters_upper,K,K,1,1,1.0,K
small-n5,letters_upper_L_dejavusans-bold,letters_upper,L,L,1,1,1.0,L
small-n5,letters_upper_L_dejavusansmono-bold,letters_upper,L,L,1,1,1.0,L
small-n5,letters_upper_L_dejavuserif-bold,letters_upper,L,L,2,0,0.5,i
small-n5,letters_upper_M_dejavusans-bold,letters_upper,M,M,23,0,0.043478260869565216,6
small-n5,letters_upper_M_dejavusansmono-bold,letters_upper,M,M,4,0,0.25,Z
small-n5,letters_upper_M_dejavuserif-bold_v2,letters_upper,M,M,2,0,0.5,A
small-n5,letters_upper_N_dejavusans-bold,letters_upper,N,N,7,0,0.14285714285714285,Y
small-n5,letters_upper_N_dejavusansmono-bold,letters_upper,N,N,5,0,0.2,A
small-n5,letters_upper_N_dejavuserif-bold_v2,letters_upper,N,N,13,0,0.07692307692307693,A
small-n5,letters_upper_O_dejavusans-bold,letters_upper,O,0,48,0,0.020833333333333332,Q
small-n5,letters_upper_O_dejavusansmono-bold,letters_upper,O,0,49,0,0.02040816326530612,q
small-n5,letters_upper_O_dejavuserif-bold,letters_upper,O,0,49,0,0.02040816326530612,Q
small-n5,letters_upper_P_dejavusans-bold,letters_upper,P,P,16,0,0.0625,Y
small-n5,letters_upper_P_dejavusansmono-bold,letters_upper,P,P,1,1,1.0,P
small-n5,letters_upper_P_dejavuserif-bold,letters_upper,P,P,8,0,0.125,Y
small-n5,letters_upper_Q_dejavusans-bold,letters_upper,Q,Q,1,1,1.0,Q
small-n5,letters_upper_Q_dejavusansmono-bold,letters_upper,Q,Q,4,0,0.25,D
small-n5,letters_upper_Q_dejavuserif-bold,letters_upper,Q,Q,1,1,1.0,Q
small-n5,letters_upper_R_dejavusans-bold,letters_upper,R,R,2,0,0.5,r
small-n5,letters_upper_R_dejavusansmono-bold,letters_upper,R,R,15,0,0.06666666666666667,D
small-n5,letters_upper_R_dejavuserif-bold,letters_upper,R,R,32,0,0.03125,A
small-n5,letters_upper_S_dejavusans-bold,letters_upper,S,S,39,0,0.02564102564102564,D
small-n5,letters_upper_S_dejavusansmono-bold,letters_upper,S,S,47,0,0.02127659574468085,J
small-n5,letters_upper_S_dejavuserif-bold,letters_upper,S,S,34,0,0.029411764705882353,Y
small-n5,letters_upper_T_dejavusans-bold,letters_upper,T,T,1,1,1.0,T
small-n5,letters_upper_T_dejavusansmono-bold,letters_upper,T,T,10,0,0.1,Y
small-n5,letters_upper_T_dejavuserif-bold,letters_upper,T,T,4,0,0.25,Y
small-n5,letters_upper_U_dejavusans-bold,letters_upper,U,U,19,0,0.05263157894736842,D
small-n5,letters_upper_U_dejavusansmono-bold,letters_upper,U,U,2,0,0.5,Y
small-n5,letters_upper_U_dejavuserif-bold_v2,letters_upper,U,U,9,0,0.1111111111111111,i
small-n5,letters_upper_V_dejavusans-bold,letters_upper,V,V,1,1,1.0,V
small-n5,letters_upper_V_dejavusansmono-bold,letters_upper,V,V,1,1,1.0,V
small-n5,letters_upper_V_dejavuserif-bold_v2,letters_upper,V,V,2,0,0.5,Y
small-n5,letters_upper_W_dejavusans-bold,letters_upper,W,W,5,0,0.2,V
small-n5,letters_upper_W_dejavusansmono-bold,letters_upper,W,W,21,0,0.047619047619047616,A
small-n5,letters_upper_W_dejavuserif-bold,letters_upper,W,W,43,0,0.023255813953488372,J
small-n5,letters_upper_X_dejavusans-bold,letters_upper,X,X,2,0,0.5,Y
small-n5,letters_upper_X_dejavusansmono-bold,letters_upper,X,X,1,1,1.0,X
small-n5,letters_upper_X_dejavuserif-bold,letters_upper,X,X,2,0,0.5,Y
small-n5,letters_upper_Y_dejavusans-bold,letters_upper,Y,Y,1,1,1.0,Y
small-n5,letters_upper_Y_dejavusansmono-bold,letters_upper,Y,Y,1,1,1.0,Y
small-n5,letters_upper_Y_dejavuserif-bold,letters_upper,Y,Y,1,1,1.0,Y
small-n5,letters_upper_Z_dejavusans-bold,letters_upper,Z,Z,4,0,0.25,Y
small-n5,letters_upper_Z_dejavusansmono-bold,letters_upper,Z,Z,14,0,0.07142857142857142,Y
small-n5,letters_upper_Z_dejavuserif-bold,letters_upper,Z,Z,1,1,1.0,Z
big-n5,digits_0_dejavusans-bold,digits,0,0,47,0,0.02127659574468085,Q
big-n5,digits_0_dejavusansmono-bold,digits,0,0,47,0,0.02127659574468085,D
big-n5,digits_0_dejavuserif-bold,digits,0,0,47,0,0.02127659574468085,Q
big-n5,digits_1_dejavusans-bold,digits,1,1,30,0,0.03333333333333333,Y
big-n5,digits_1_dejavusansmono-bold,digits,1,1,43,0,0.023255813953488372,L
big-n5,digits_1_dejavuserif-bold,digits,1,1,44,0,0.022727272727272728,i
big-n5,digits_2_dejavusans-bold,digits,2,2,10,0,0.1,6
big-n5,digits_2_dejavusansmono-bold,digits,2,2,38,0,0.02631578947368421,L
big-n5,digits_2_dejavuserif-bold,digits,2,2,44,0,0.022727272727272728,Y
big-n5,digits_3_dejavusans-bold,digits,3,3,46,0,0.021739130434782608,Y
big-n5,digits_3_dejavusansmono-bold,digits,3,3,48,0,0.020833333333333332,X
big-n5,digits_3_dejavuserif-bold,digits,3,3,48,0,0.020833333333333332,L
big-n5,digits_4_dejavusans-bold,digits,4,4,39,0,0.02564102564102564,A
big-n5,digits_4_dejavusansmono-bold,digits,4,4,17,0,0.058823529411764705,A
big-n5,digits_4_dejavuserif-bold,digits,4,4,20,0,0.05,A
big-n5,digits_5_dejavusans-bold,digits,5,5,47,0,0.02127659574468085,K
big-n5,digits_5_dejavusansmono-bold,digits,5,5,46,0,0.021739130434782608,F
big-n5,digits_5_dejavuserif-bold,digits,5,5,43,0,0.023255813953488372,8
big-n5,digits_6_dejavusans-bold,digits,6,6,19,0,0.05263157894736842,J
big-n5,digits_6_dejavusansmono-bold,digits,6,6,35,0,0.02857142857142857,q
big-n5,digits_6_dejavuserif-bold,digits,6,6,30,0,0.03333333333333333,g
big-n5,digits_7_dejavusans-bold,digits,7,7,44,0,0.022727272727272728,Y
big-n5,digits_7_dejavusansmono-bold,digits,7,7,37,0,0.02702702702702703,Y
big-n5,digits_7_dejavuserif-bold,digits,7,7,17,0,0.058823529411764705,Y
big-n5,digits_8_dejavusans-bold,digits,8,8,36,0,0.027777777777777776,B
big-n5,digits_8_dejavusansmono-bold,digits,8,8,12,0,0.08333333333333333,B
big-n5,digits_8_dejavuserif-bold,digits,8,8,46,0,0.021739130434782608,i
big-n5,digits_9_dejavusans-bold,digits,9,q,1,1,1.0,q
big-n5,digits_9_dejavusansmono-bold,digits,9,q,2,0,0.5,Q
big-n5,digits_9_dejavuserif-bold,digits,9,q,19,0,0.05263157894736842,D
big-n5,letters_lower_a_dejavusans-bold,letters_lower,a,a,4,0,0.25,D
big-n5,letters_lower_a_dejavusansmono-bold,letters_lower,a,a,6,0,0.16666666666666666,d
big-n5,letters_lower_a_dejavuserif-bold,letters_lower,a,a,4,0,0.25,D
big-n5,letters_lower_b_dejavusans-bold,letters_lower,b,b,41,0,0.024390243902439025,L
big-n5,letters_lower_b_dejavusansmono-bold,letters_lower,b,b,26,0,0.038461538461538464,L
big-n5,letters_lower_b_dejavuserif-bold,letters_lower,b,b,22,0,0.045454545454545456,D
big-n5,letters_lower_c_dejavusans-bold,letters_lower,c,C,1,1,1.0,C
big-n5,letters_lower_c_dejavusansmono-bold,letters_lower,c,C,1,1,1.0,C
big-n5,letters_lower_c_dejavuserif-bold,letters_lower,c,C,5,0,0.2,q
big-n5,letters_lower_d_dejavusans-bold,letters_lower,d,d,5,0,0.2,D
big-n5,letters_lower_d_dejavusansmono-bold,letters_lower,d,d,8,0,0.125,L
big-n5,letters_lower_d_dejavuserif-bold,letters_lower,d,d,6,0,0.16666666666666666,Q
big-n5,letters_lower_e_dejavusans-bold,letters_lower,e,e,19,0,0.05263157894736842,a
big-n5,letters_lower_e_dejavusansmono-bold,letters_lower,e,e,31,0,0.03225806451612903,Z
big-n5,letters_lower_e_dejavuserif-bold,letters_lower,e,e,20,0,0.05,D
big-n5,letters_lower_f_dejavusans-bold,letters_lower,f,f,38,0,0.02631578947368421,J
big-n5,letters_lower_f_dejavusansmono-bold,letters_lower,f,f,39,0,0.02564102564102564,Y
big-n5,letters_lower_f_dejavuserif-bold,letters_lower,f,f,41,0,0.024390243902439025,A
big-n5,letters_lower_g_dejavusans-bold,letters_lower,g,g,46,0,0.021739130434782608,D
big-n5,letters_lower_g_dejavusansmono-bold,letters_lower,g,g,8,0,0.125,Q
big-n5,letters_lower_g_dejavuserif-bold,letters_lower,g,g,25,0,0.04,Q
big-n5,letters_lower_h_dejavusans-bold,letters_lower,h,h,20,0,0.05,a
big-n5,letters_lower_h_dejavusansmono-bold,letters_lower,h,h,35,0,0.02857142857142857,A
big-n5,letters_lower_h_dejavuserif-bold,letters_lower,h,h,21,0,0.047619047619047616,L
big-n5,letters_lower_i_dejavusans-bold,letters_lower,i,i,1,1,1.0,i
big-n5,letters_lower_i_dejavusansmono-bold,letters_lower,i,i,5,0,0.2,L
